k,a,ref,res,ratio
1,0,2500,15953408.24,0.6123275544747762
1,0,5000,16176199.66,1.0139651299990804
1,0,7500,15976197.69,0.9876360347792591
1,0,10000,15803796.68,0.9892088835312853
