k,a,ref,res,ratio
5,0.1,2500,16541663.66,1.2644275011400279
5,0.1,5000,16174275.86,0.9777901541494648
5,0.1,7500,13714116.86,0.8478968071711867
5,0.1,10000,13033420.07,0.9503652479449559
