k,a,ref,res,ratio
2,1,2500,14717018.49,1.0710462067289135
2,1,5000,14879536.81,1.0110428834556693
2,1,7500,14087117.58,0.9467443617285557
2,1,10000,13769362.98,0.9774436041869113
