ref,a,k,res,ratio
10000,0.01,1,24102498.94,1.030194840933009
10000,0.01,2,26578737.06,1.102737816778429
10000,0.01,3,28988412.72,1.0906617818055198
10000,0.01,4,28739411.84,0.9914103306584908
10000,0.01,5,27135315.31,0.9441847822450078
