ref,a,k,res,ratio
10000,0,1,22069876.03,0.8536755772011111
10000,0,2,22416035.8,1.0156847174641788
10000,0,3,20811680.26,0.9284282219071046
10000,0,4,21536465.03,1.0348258651365616
10000,0,5,23396058.67,1.0863462800143668
