ref,a,k,res,ratio
7500,0.1,1,23666818.42,0.87217775616848
7500,0.1,2,25521684.18,1.0783741070338595
7500,0.1,3,26650794.82,1.0442412276571005
7500,0.1,4,26588366.11,0.9976575291498192
7500,0.1,5,25964815.75,0.9765480000756617
