ref,a,k,res,ratio
7500,0.3,1,23530226.63,0.9021216237438577
7500,0.3,2,25879660.23,1.099847470104881
7500,0.3,3,27597326.01,1.0663712647204255
7500,0.3,4,27018512.81,0.9790264752537884
7500,0.3,5,26004213.78,0.9624591095323134
