ref,a,k,res,ratio
2500,1,1,23325115.91,0.8966521923619164
2500,1,2,25664967.97,1.1003147023589646
2500,1,3,27316437.45,1.0643472254448327
2500,1,4,27061567.74,0.9906697309828005
2500,1,5,26054616.98,0.9627903760168479
