ref,k,a,res,ratio
10000,1,0,21066852.83,0.8130440923710929
10000,1,0.01,23137838.2,1.0983053988515474
10000,1,0.1,22653943.36,0.9790864282212848
10000,1,0.3,22434324.35,0.9903054842810378
10000,1,0.5,22336739.1,0.9956501810138089
10000,1,1,22208940.09,0.9942785287759393
